Location,MutOperator,NumMutStmt,NodeType,StmtType,LineNum,MetStmtTotal,MetStmtIdx,MetStmtSucc,NumTests,ReturnType,TryCatch,RetByRef,MetParaCount,MetMagic,Detected
2821,OneZeroInteger,9,PhpParser\Node\Scalar\LNumber,none,78,0,0,0,17,none,0,0,0,0,0
2822,DecrementInteger,9,PhpParser\Node\Scalar\LNumber,none,78,0,0,0,17,none,0,0,0,0,1
2823,IncrementInteger,9,PhpParser\Node\Scalar\LNumber,none,78,0,0,0,17,none,0,0,0,0,1
2824,OneZeroInteger,9,PhpParser\Node\Scalar\LNumber,none,78,0,0,0,17,none,0,0,0,0,1
2825,Ternary,9,PhpParser\Node\Expr\Ternary,PhpParser\Node\Stmt\Expression,78,18,11,0,17,none,0,0,3,0,1
2826,ArrayItemRemoval,2,PhpParser\Node\Expr\Array_,PhpParser\Node\Stmt\Foreach_,81,18,13,0,17,none,0,0,3,0,1
2827,Identical,1,PhpParser\Node\Expr\BinaryOp\Identical,none,82,18,0,0,17,none,0,0,3,0,1
2828,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,83,18,0,0,17,none,0,0,3,0,1
2829,RoundingFamily,3,PhpParser\Node\Expr\FuncCall,none,84,18,0,0,17,none,0,0,3,0,1
2830,RoundingFamily,3,PhpParser\Node\Expr\FuncCall,none,84,18,0,0,17,none,0,0,3,0,1
2831,Minus,3,PhpParser\Node\Expr\BinaryOp\Minus,none,84,18,0,0,17,none,0,0,3,0,1
2832,TrueValue,1,PhpParser\Node\Expr\ConstFetch,none,85,0,0,0,17,none,0,0,0,0,1
2833,Continue_,1,PhpParser\Node\Stmt\Continue_,none,87,0,0,0,17,none,0,0,0,0,1
2834,DecrementInteger,5,PhpParser\Node\Scalar\LNumber,none,91,0,0,0,17,none,0,0,0,0,1
2835,IncrementInteger,5,PhpParser\Node\Scalar\LNumber,none,91,0,0,0,17,none,0,0,0,0,1
2836,OneZeroInteger,5,PhpParser\Node\Scalar\LNumber,none,91,0,0,0,17,none,0,0,0,0,1
2837,Plus,5,PhpParser\Node\Expr\BinaryOp\Plus,none,91,18,0,0,17,none,0,0,3,0,1
2838,Minus,5,PhpParser\Node\Expr\BinaryOp\Minus,none,91,18,0,0,17,none,0,0,3,0,0
2839,Assignment,2,PhpParser\Node\Expr\AssignOp\Div,none,92,18,0,0,17,none,0,0,3,0,1
2840,DivEqual,2,PhpParser\Node\Expr\AssignOp\Div,none,92,18,0,0,17,none,0,0,3,0,1
2841,Assignment,2,PhpParser\Node\Expr\AssignOp\Mul,none,93,18,0,0,17,none,0,0,3,0,1
2842,MulEqual,2,PhpParser\Node\Expr\AssignOp\Mul,none,93,18,0,0,17,none,0,0,3,0,1
2843,IncrementInteger,5,PhpParser\Node\Scalar\LNumber,none,94,0,0,0,17,none,0,0,0,0,1
2844,OneZeroInteger,5,PhpParser\Node\Scalar\LNumber,none,94,0,0,0,17,none,0,0,0,0,1
2845,Multiplication,5,PhpParser\Node\Expr\BinaryOp\Mul,none,94,18,0,0,17,none,0,0,3,0,1
2846,Assignment,5,PhpParser\Node\Expr\AssignOp\Plus,none,94,18,0,0,17,none,0,0,3,0,1
2847,PlusEqual,5,PhpParser\Node\Expr\AssignOp\Plus,none,94,18,0,0,17,none,0,0,3,0,1
2848,Minus,10,PhpParser\Node\Expr\BinaryOp\Minus,none,95,18,0,0,17,none,0,0,3,0,0
2849,Division,10,PhpParser\Node\Expr\BinaryOp\Div,none,95,18,0,0,17,none,0,0,3,0,1
2850,Multiplication,10,PhpParser\Node\Expr\BinaryOp\Mul,none,95,18,0,0,17,none,0,0,3,0,1
2851,DecrementInteger,10,PhpParser\Node\Scalar\LNumber,none,95,0,0,0,17,none,0,0,0,0,1
2852,IncrementInteger,10,PhpParser\Node\Scalar\LNumber,none,95,0,0,0,17,none,0,0,0,0,1
2853,OneZeroInteger,10,PhpParser\Node\Scalar\LNumber,none,95,0,0,0,17,none,0,0,0,0,1
2854,Ternary,10,PhpParser\Node\Expr\Ternary,none,95,18,0,0,17,none,0,0,3,0,1
2855,Plus,10,PhpParser\Node\Expr\BinaryOp\Plus,none,95,18,0,0,17,none,0,0,3,0,1
2856,RoundingFamily,10,PhpParser\Node\Expr\FuncCall,none,95,18,0,0,17,none,0,0,3,0,1
2857,RoundingFamily,10,PhpParser\Node\Expr\FuncCall,none,95,18,0,0,17,none,0,0,3,0,0
2858,GreaterThanOrEqualTo,3,PhpParser\Node\Expr\BinaryOp\GreaterOrEqual,none,98,18,0,0,17,none,0,0,3,0,1
2859,GreaterThanOrEqualToNegotiation,3,PhpParser\Node\Expr\BinaryOp\GreaterOrEqual,none,98,18,0,0,17,none,0,0,3,0,1
2860,Assignment,2,PhpParser\Node\Expr\AssignOp\Minus,none,99,18,0,0,2,none,0,0,3,0,1
2861,MinusEqual,2,PhpParser\Node\Expr\AssignOp\Minus,none,99,18,0,0,2,none,0,0,3,0,1
2862,While_,3,PhpParser\Node\Stmt\While_,none,98,18,0,0,19,none,0,0,3,0,1
2863,RoundingFamily,4,PhpParser\Node\Expr\FuncCall,none,102,18,0,0,17,none,0,0,3,0,0
2864,RoundingFamily,4,PhpParser\Node\Expr\FuncCall,none,102,18,0,0,17,none,0,0,3,0,0
