Location,MutOperator,NumMutStmt,NodeType,StmtType,LineNum,MetStmtTotal,MetStmtIdx,MetStmtSucc,NumTests,ReturnType,TryCatch,RetByRef,MetParaCount,MetMagic,Detected
145,FunctionCallRemoval,1,PhpParser\Node\Stmt\Expression,none,283,0,0,0,0,none,0,0,0,0,0
146,ProtectedVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,281,0,0,0,0,none,0,0,0,0,0
147,LogicalNot,2,PhpParser\Node\Expr\BooleanNot,PhpParser\Node\Stmt\If_,292,7,1,0,0,PhpParser\Node\Name,0,0,0,0,0
148,LogicalAnd,2,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\If_,292,7,1,0,0,PhpParser\Node\Name,0,0,0,0,0
149,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,298,0,0,0,0,none,0,0,0,0,0
150,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,298,0,0,0,0,none,0,0,0,0,0
151,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,305,0,0,0,0,none,0,0,0,0,0
152,ProtectedVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,289,0,0,0,0,none,0,0,0,0,0
153,NotIdentical,3,PhpParser\Node\Expr\BinaryOp\NotIdentical,PhpParser\Node\Stmt\If_,31,4,2,0,1,PhpParser\Node\Name,0,0,2,0,1
154,LogicalNot,3,PhpParser\Node\Expr\BooleanNot,PhpParser\Node\Stmt\If_,31,4,2,0,1,PhpParser\Node\Name,0,0,2,0,1
155,LogicalAnd,3,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\If_,31,4,2,0,1,PhpParser\Node\Name,0,0,2,0,0
156,CastString,1,PhpParser\Node\Expr\Cast\String_,none,32,4,0,0,1,PhpParser\Node\Name,0,0,2,0,0
157,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,102,0,0,0,3,none,0,0,0,0,1
158,InstanceOf_,2,PhpParser\Node\Expr\Instanceof_,none,102,0,0,0,3,none,0,0,0,0,0
159,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,100,0,0,0,154,none,0,0,0,0,0
160,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,119,0,0,0,64,none,0,0,0,0,1
161,Identical,1,PhpParser\Node\Expr\BinaryOp\Identical,PhpParser\Node\Stmt\If_,135,2,0,0,4,none,0,0,0,0,1
162,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,133,0,0,0,72,none,0,0,0,0,1
163,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,159,0,0,0,30,none,0,0,0,0,1
164,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,184,0,0,0,10,none,0,0,0,0,1
165,UnwrapStrToUpper,2,PhpParser\Node\Expr\FuncCall,none,30,3,0,0,3,PhpParser\Node\Name,0,0,2,0,0
166,Identical,2,PhpParser\Node\Expr\BinaryOp\Identical,none,30,3,0,0,3,PhpParser\Node\Name,0,0,2,0,1
167,LogicalNot,2,PhpParser\Node\Expr\BooleanNot,none,33,3,0,0,3,PhpParser\Node\Name,0,0,2,0,1
168,LogicalAnd,2,PhpParser\Node\Expr\BinaryOp\BooleanAnd,none,33,3,0,0,3,PhpParser\Node\Name,0,0,2,0,0
169,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,38,0,0,0,1,none,0,0,0,0,1
170,ArrayItemRemoval,2,PhpParser\Node\Expr\Array_,PhpParser\Node\Stmt\If_,44,3,2,0,6,none,0,0,2,1,1
171,LogicalNot,2,PhpParser\Node\Expr\BooleanNot,PhpParser\Node\Stmt\If_,44,3,2,0,6,none,0,0,2,1,1
172,Throw_,1,PhpParser\Node\Stmt\Throw_,none,45,0,0,0,1,none,0,0,0,0,1
173,FunctionCallRemoval,1,PhpParser\Node\Stmt\Expression,none,58,0,0,0,3,none,0,0,0,0,0
174,FunctionCallRemoval,1,PhpParser\Node\Stmt\Expression,none,63,0,0,0,1,none,0,0,0,0,1
175,Throw_,1,PhpParser\Node\Stmt\Throw_,none,64,0,0,0,1,none,0,0,0,0,1
176,LogicalNot,2,PhpParser\Node\Expr\BooleanNot,PhpParser\Node\Stmt\If_,67,3,1,0,2,PhpParser\Node\Name,1,0,2,0,1
177,LogicalAnd,2,PhpParser\Node\Expr\BinaryOp\BooleanAnd,PhpParser\Node\Stmt\If_,67,3,1,0,2,PhpParser\Node\Name,1,0,2,0,0
178,Identical,1,PhpParser\Node\Expr\BinaryOp\Identical,none,68,3,0,0,2,PhpParser\Node\Name,1,0,2,0,1
179,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,70,0,0,0,1,none,0,0,0,0,1
180,Identical,1,PhpParser\Node\Expr\BinaryOp\Identical,none,72,3,0,0,1,PhpParser\Node\Name,1,0,2,0,1
181,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,73,0,0,0,1,none,0,0,0,0,1
182,Coalesce,1,PhpParser\Node\Expr\BinaryOp\Coalesce,none,84,4,0,0,2,PhpParser\Node\Name,0,0,1,0,1
183,Throw_,1,PhpParser\Node\Stmt\Throw_,none,91,0,0,0,3,none,0,0,0,0,1
184,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,95,0,0,0,1,none,0,0,0,0,0
185,Throw_,1,PhpParser\Node\Stmt\Throw_,none,96,0,0,0,1,none,0,0,0,0,1
186,Throw_,1,PhpParser\Node\Stmt\Throw_,none,99,0,0,0,1,none,0,0,0,0,1
187,PublicVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,71,0,0,0,2108,none,0,0,0,0,1
188,MethodCallRemoval,1,PhpParser\Node\Stmt\Expression,none,42,0,0,0,7,none,0,0,0,0,1
189,Foreach_,1,PhpParser\Node\Stmt\Foreach_,PhpParser\Node\Stmt\Foreach_,41,1,0,0,18,none,0,0,1,0,1
190,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,49,6,0,0,4,PhpParser\Node\Name,0,0,0,0,1
191,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,56,6,0,0,30,PhpParser\Node\Name,0,0,0,0,1
192,ProtectedVisibility,1,PhpParser\Node\Stmt\ClassMethod,none,34,0,0,0,3782,none,0,0,0,0,0
193,IncrementInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
194,OneZeroInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
195,DecrementInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
196,IncrementInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
197,OneZeroInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
198,DecrementInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
199,IncrementInteger,7,PhpParser\Node\Scalar\LNumber,none,73,0,0,0,8,none,0,0,0,0,1
200,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,29,8,0,0,9,PhpParser\Node\Identifier,0,0,2,0,1
201,IncrementInteger,3,PhpParser\Node\Scalar\LNumber,none,36,0,0,0,19,none,0,0,0,0,1
202,OneZeroInteger,3,PhpParser\Node\Scalar\LNumber,none,36,0,0,0,19,none,0,0,0,0,1
203,Identical,3,PhpParser\Node\Expr\BinaryOp\Identical,none,36,8,0,0,19,PhpParser\Node\Identifier,0,0,2,0,1
204,ArrayOneItem,1,PhpParser\Node\Stmt\Return_,none,37,0,0,0,15,none,0,0,0,0,1
205,Identical,1,PhpParser\Node\Expr\BinaryOp\Identical,PhpParser\Node\Stmt\If_,42,8,3,0,25,PhpParser\Node\Identifier,0,0,2,0,1
206,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,44,8,0,0,3,PhpParser\Node\Identifier,0,0,2,0,1
207,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,54,8,0,0,1,PhpParser\Node\Identifier,0,0,2,0,1
208,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,none,62,8,0,0,7,PhpParser\Node\Identifier,0,0,2,0,1
209,ArrayItemRemoval,1,PhpParser\Node\Expr\Array_,PhpParser\Node\Stmt\Return_,65,8,7,0,9,PhpParser\Node\Identifier,0,0,2,0,1
