MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
CRCR4Mutator,12,4,204,4,34,15,19,7,none,3,0,0
CRCR5Mutator,12,4,204,4,34,15,19,7,none,3,0,1
CRCR6Mutator,12,4,204,4,34,15,19,7,none,3,0,1
ROR1Mutator,16,153,202,0,34,4,30,60,none,3,0,1
ROR1Mutator,16,154,202,3,34,11,23,7,none,3,0,1
ROR2Mutator,16,153,202,0,34,4,30,60,none,3,0,0
ROR2Mutator,16,154,202,3,34,11,23,7,none,3,0,1
ROR3Mutator,16,153,202,0,34,4,30,60,none,3,0,1
ROR3Mutator,16,154,202,3,34,11,23,7,none,3,0,0
ROR4Mutator,16,153,202,0,34,4,30,60,none,3,0,1
ROR4Mutator,16,154,202,3,34,11,23,7,none,3,0,1
ROR5Mutator,16,153,202,0,34,4,30,60,none,3,0,1
ROR5Mutator,8,198,202,1,34,7,27,9,none,3,0,1
ROR5Mutator,16,154,202,3,34,11,23,7,none,3,0,1
UOI1Mutator,10,21,202,0,34,3,31,60,none,3,0,0
UOI2Mutator,10,21,202,0,34,3,31,60,none,3,0,0
UOI3Mutator,10,21,202,0,34,3,31,60,none,3,0,1
UOI4Mutator,10,21,202,0,34,3,31,60,none,3,0,1
InlineConstantMutator,12,4,227,3,40,13,27,1,none,3,0,1
NegateConditionalsMutator,16,153,225,0,40,4,36,74,none,3,0,1
NegateConditionalsMutator,16,154,225,2,40,9,31,6,none,3,0,0
NegateConditionalsMutator,16,153,230,5,40,21,19,74,none,3,0,1
NonVoidMethodCallMutator,2,182,225,1,40,8,32,6,none,3,0,0
NonVoidMethodCallMutator,2,182,230,4,40,20,20,74,none,3,0,1
NonVoidMethodCallMutator,2,182,232,6,40,28,12,73,none,3,0,1
NonVoidMethodCallMutator,2,185,235,8,40,35,5,74,none,3,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,225,0,40,4,36,74,none,3,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,154,225,2,40,9,31,6,none,3,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,153,230,5,40,21,19,74,none,3,0,1
RemoveConditionalMutator_EQUAL_IF,16,153,225,0,40,4,36,74,none,3,0,0
RemoveConditionalMutator_EQUAL_IF,16,154,225,2,40,9,31,6,none,3,0,0
RemoveConditionalMutator_EQUAL_IF,16,153,230,5,40,21,19,74,none,3,0,0
MemberVariableMutator,2,181,227,3,40,14,26,1,none,3,0,1
MemberVariableMutator,2,181,232,7,40,29,11,73,none,3,0,1
ABSMutator,10,21,225,0,40,3,37,74,none,3,0,0
CRCR2Mutator,12,4,227,3,40,13,27,1,none,3,0,1
CRCR3Mutator,12,4,227,3,40,13,27,1,none,3,0,0
CRCR4Mutator,12,4,227,3,40,13,27,1,none,3,0,0
CRCR5Mutator,12,4,227,3,40,13,27,1,none,3,0,1
CRCR6Mutator,12,4,227,3,40,13,27,1,none,3,0,1
ROR1Mutator,16,153,225,0,40,4,36,74,none,3,0,0
ROR1Mutator,16,154,225,2,40,9,31,6,none,3,0,0
ROR1Mutator,16,153,230,5,40,21,19,74,none,3,0,0
ROR2Mutator,16,153,225,0,40,4,36,74,none,3,0,0
ROR2Mutator,16,154,225,2,40,9,31,6,none,3,0,0
ROR2Mutator,16,153,230,5,40,21,19,74,none,3,0,0
ROR3Mutator,16,153,225,0,40,4,36,74,none,3,0,1
ROR3Mutator,16,154,225,2,40,9,31,6,none,3,0,0
ROR3Mutator,16,153,230,5,40,21,19,74,none,3,0,1
ROR4Mutator,16,153,225,0,40,4,36,74,none,3,0,1
ROR4Mutator,16,154,225,2,40,9,31,6,none,3,0,1
ROR4Mutator,16,153,230,5,40,21,19,74,none,3,0,1
ROR5Mutator,16,153,225,0,40,4,36,74,none,3,0,1
ROR5Mutator,16,154,225,2,40,9,31,6,none,3,0,0
ROR5Mutator,16,153,230,5,40,21,19,74,none,3,0,1
UOI1Mutator,10,21,225,0,40,3,37,74,none,3,0,0
UOI2Mutator,10,21,225,0,40,3,37,74,none,3,0,0
UOI3Mutator,10,21,225,0,40,3,37,74,none,3,0,0
UOI4Mutator,10,21,225,0,40,3,37,74,none,3,0,1
NullReturnValsMutator,4,176,101,1,45,8,37,2,none,1,0,1
NullReturnValsMutator,4,176,103,2,45,12,33,1,none,1,0,1
NullReturnValsMutator,4,176,105,3,45,16,29,3,none,1,0,1
NullReturnValsMutator,4,176,107,4,45,20,25,2,none,1,0,1
NullReturnValsMutator,4,176,109,5,45,24,21,1,none,1,0,1
NullReturnValsMutator,4,176,111,6,45,28,17,1,none,1,0,1
NullReturnValsMutator,4,176,113,7,45,32,13,1,none,1,0,1
NullReturnValsMutator,4,176,115,8,45,36,9,1,none,1,0,1
NullReturnValsMutator,4,176,117,9,45,40,5,2,none,1,0,1
ReturnValsMutator,4,176,101,1,45,8,37,2,none,1,0,1
ReturnValsMutator,4,176,103,2,45,12,33,1,none,1,0,1
ReturnValsMutator,4,176,105,3,45,16,29,3,none,1,0,1
ReturnValsMutator,4,176,107,4,45,20,25,2,none,1,0,1
ReturnValsMutator,4,176,109,5,45,24,21,1,none,1,0,1
ReturnValsMutator,4,176,111,6,45,28,17,1,none,1,0,1
ReturnValsMutator,4,176,113,7,45,32,13,1,none,1,0,1
ReturnValsMutator,4,176,115,8,45,36,9,1,none,1,0,1
ReturnValsMutator,4,176,117,9,45,40,5,2,none,1,0,1
ReturnValsMutator,4,176,120,10,45,44,1,0,none,1,0,0
RemoveSwitchMutator_0,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_1,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_10,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_11,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_12,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_13,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_14,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_15,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_16,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_17,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_18,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_19,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_2,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_20,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_21,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_22,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_23,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_24,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_25,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_26,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_27,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_28,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_29,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_3,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_4,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_5,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_6,62,170,98,0,45,4,41,7,none,1,0,0
RemoveSwitchMutator_7,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_8,62,170,98,0,45,4,41,7,none,1,0,1
RemoveSwitchMutator_9,62,170,98,0,45,4,41,7,none,1,0,0
SwitchMutator,62,170,98,0,45,4,41,7,none,1,0,1
ABSMutator,10,21,98,0,45,3,42,7,none,1,0,1
UOI1Mutator,10,21,98,0,45,3,42,7,none,1,0,0
UOI2Mutator,10,21,98,0,45,3,42,7,none,1,0,0
UOI3Mutator,10,21,98,0,45,3,42,7,none,1,0,1
UOI4Mutator,10,21,98,0,45,3,42,7,none,1,0,1
BooleanTrueReturnValsMutator,6,172,132,12,40,39,1,8,none,1,0,1
InlineConstantMutator,14,16,132,0,40,4,36,8,none,1,0,1
InlineConstantMutator,14,16,132,1,40,7,33,8,none,1,0,1
InlineConstantMutator,14,16,132,2,40,10,30,8,none,1,0,1
InlineConstantMutator,14,16,132,3,40,13,27,8,none,1,0,1
InlineConstantMutator,14,16,132,4,40,16,24,8,none,1,0,1
InlineConstantMutator,14,16,132,5,40,19,21,8,none,1,0,1
InlineConstantMutator,14,16,132,6,40,22,18,8,none,1,0,1
InlineConstantMutator,14,16,132,7,40,25,15,8,none,1,0,1
InlineConstantMutator,14,16,132,8,40,28,12,8,none,1,0,1
InlineConstantMutator,14,16,132,9,40,31,9,8,none,1,0,1
InlineConstantMutator,12,4,132,10,40,34,6,7,none,1,0,1
InlineConstantMutator,10,3,132,11,40,37,3,8,none,1,0,1
NegateConditionalsMutator,16,159,132,0,40,5,35,8,none,1,0,1
NegateConditionalsMutator,16,159,132,1,40,8,32,8,none,1,0,1
NegateConditionalsMutator,16,159,132,2,40,11,29,8,none,1,0,1
NegateConditionalsMutator,16,159,132,3,40,14,26,8,none,1,0,1
NegateConditionalsMutator,16,159,132,4,40,17,23,8,none,1,0,1
NegateConditionalsMutator,16,159,132,5,40,20,20,8,none,1,0,1
NegateConditionalsMutator,16,159,132,6,40,23,17,8,none,1,0,1
NegateConditionalsMutator,16,159,132,7,40,26,14,8,none,1,0,1
NegateConditionalsMutator,16,159,132,8,40,29,11,8,none,1,0,1
NegateConditionalsMutator,16,160,132,9,40,32,8,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,0,40,5,35,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,1,40,8,32,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,2,40,11,29,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,3,40,14,26,8,none,1,0,1
RemoveConditionalMutator_EQUAL_ELSE,16,159,132,4,40,17,23,8,none,1,0,1
