MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
RemoveConditionalMutator_EQUAL_ELSE,8,198,149,4,85,24,61,4,none,4,0,0
RemoveConditionalMutator_EQUAL_ELSE,8,199,155,12,85,58,27,3,none,4,0,0
RemoveConditionalMutator_EQUAL_IF,8,198,149,4,85,24,61,4,none,4,0,0
RemoveConditionalMutator_EQUAL_IF,8,199,155,12,85,58,27,3,none,4,0,0
RemoveConditionalMutator_ORDER_ELSE,18,162,150,7,85,35,50,4,none,4,0,0
RemoveConditionalMutator_ORDER_ELSE,18,158,151,8,85,39,46,3,none,4,0,0
RemoveConditionalMutator_ORDER_IF,18,162,150,7,85,35,50,4,none,4,0,1
RemoveConditionalMutator_ORDER_IF,18,158,151,8,85,39,46,3,none,4,0,0
ReturnValsMutator,4,176,159,19,85,84,1,4,none,4,0,1
NakedReceiverMutator,4,182,147,2,85,12,73,4,none,4,0,0
NakedReceiverMutator,4,182,148,3,85,18,67,4,none,4,0,0
NakedReceiverMutator,4,182,152,9,85,44,41,3,none,4,0,0
NakedReceiverMutator,4,182,155,15,85,67,18,3,none,4,0,0
NakedReceiverMutator,4,182,158,17,85,78,7,4,none,4,0,0
ABSMutator,10,21,150,6,85,31,54,4,none,4,0,1
ABSMutator,10,21,151,8,85,38,47,3,none,4,0,0
ABSMutator,10,21,154,11,85,51,34,3,none,4,0,1
CRCR1Mutator,10,3,150,5,85,27,58,4,none,4,0,0
CRCR3Mutator,10,3,150,5,85,27,58,4,none,4,0,1
CRCR5Mutator,10,3,150,5,85,27,58,4,none,4,0,0
CRCR6Mutator,10,3,150,5,85,27,58,4,none,4,0,1
ROR1Mutator,18,162,150,7,85,35,50,4,none,4,0,1
ROR1Mutator,18,158,151,8,85,39,46,3,none,4,0,0
ROR2Mutator,18,162,150,7,85,35,50,4,none,4,0,0
ROR2Mutator,18,158,151,8,85,39,46,3,none,4,0,0
ROR3Mutator,18,162,150,7,85,35,50,4,none,4,0,1
ROR3Mutator,18,158,151,8,85,39,46,3,none,4,0,0
ROR4Mutator,18,162,150,7,85,35,50,4,none,4,0,0
ROR4Mutator,18,158,151,8,85,39,46,3,none,4,0,0
ROR5Mutator,8,198,149,4,85,24,61,4,none,4,0,0
ROR5Mutator,18,162,150,7,85,35,50,4,none,4,0,1
ROR5Mutator,18,158,151,8,85,39,46,3,none,4,0,0
ROR5Mutator,8,199,155,12,85,58,27,3,none,4,0,0
UOI1Mutator,10,21,150,6,85,31,54,4,none,4,0,1
UOI1Mutator,10,21,151,8,85,38,47,3,none,4,0,1
UOI1Mutator,10,21,154,11,85,51,34,3,none,4,0,0
UOI2Mutator,10,21,150,6,85,31,54,4,none,4,0,1
UOI2Mutator,10,21,151,8,85,38,47,3,none,4,0,1
UOI2Mutator,10,21,154,11,85,51,34,3,none,4,0,1
UOI3Mutator,10,21,150,6,85,31,54,4,none,4,0,0
UOI3Mutator,10,21,151,8,85,38,47,3,none,4,0,1
