MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
NullReturnValsMutator,4,176,218,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,218,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,217,0,18,11,7,2,T,2,0,1
NullReturnValsMutator,4,176,305,1,19,18,1,2,T,3,0,1
ReturnValsMutator,4,176,305,1,19,18,1,2,T,3,0,1
VoidMethodCallMutator,2,182,304,0,19,12,7,2,T,3,0,1
ABSMutator,10,21,304,0,19,10,9,2,T,3,0,0
UOI1Mutator,10,21,304,0,19,10,9,2,T,3,0,0
UOI2Mutator,10,21,304,0,19,10,9,2,T,3,0,0
UOI3Mutator,10,21,304,0,19,10,9,2,T,3,0,1
UOI4Mutator,10,21,304,0,19,10,9,2,T,3,0,1
NullReturnValsMutator,4,176,276,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,276,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,275,0,18,11,7,2,T,2,0,1
NullReturnValsMutator,4,176,329,1,17,16,1,2,T,1,0,1
ReturnValsMutator,4,176,329,1,17,16,1,2,T,1,0,1
VoidMethodCallMutator,2,182,328,0,17,10,7,2,T,1,0,1
NullReturnValsMutator,4,176,386,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,386,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,385,0,18,11,7,2,T,2,0,1
NullReturnValsMutator,4,176,78,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,78,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,77,0,18,11,7,2,T,2,0,1
NullReturnValsMutator,4,176,57,1,18,17,1,2,T,2,0,1
ReturnValsMutator,4,176,57,1,18,17,1,2,T,2,0,1
VoidMethodCallMutator,2,182,56,0,18,11,7,2,T,2,0,1
ABSMutator,10,21,56,0,18,10,8,2,T,2,0,1
UOI1Mutator,10,21,56,0,18,10,8,2,T,2,0,0
UOI2Mutator,10,21,56,0,18,10,8,2,T,2,0,0
