MutOperator,NumMutInstr,Opcode,LineNum,BlockNum,MetInstrTotal,MetInstrIdx,MetInstrSucc,NumTests,ReturnType,LocalVars,TryCatch,Detected
AOD2Mutator,14,96,570,8,55,48,7,159,none,4,0,1
AOR1Mutator,14,96,568,6,55,30,25,159,none,4,0,1
AOR1Mutator,14,96,570,8,55,48,7,159,none,4,0,1
AOR2Mutator,14,96,568,6,55,30,25,159,none,4,0,1
AOR2Mutator,14,96,570,8,55,48,7,159,none,4,0,1
AOR3Mutator,14,96,568,6,55,30,25,159,none,4,0,1
AOR3Mutator,14,96,570,8,55,48,7,159,none,4,0,1
AOR4Mutator,14,96,568,6,55,30,25,159,none,4,0,1
AOR4Mutator,14,96,570,8,55,48,7,159,none,4,0,1
CRCR1Mutator,10,3,569,7,55,36,19,159,none,4,0,1
CRCR3Mutator,10,3,569,7,55,36,19,159,none,4,0,1
CRCR5Mutator,10,3,569,7,55,36,19,159,none,4,0,1
CRCR6Mutator,10,3,569,7,55,36,19,159,none,4,0,1
ROR1Mutator,18,158,566,4,55,19,36,160,none,4,0,0
ROR2Mutator,18,158,566,4,55,19,36,160,none,4,0,1
ROR3Mutator,18,158,566,4,55,19,36,160,none,4,0,1
ROR4Mutator,18,158,566,4,55,19,36,160,none,4,0,0
ROR5Mutator,8,199,562,0,55,4,51,160,none,4,0,1
ROR5Mutator,18,158,566,4,55,19,36,160,none,4,0,1
UOI1Mutator,10,21,566,4,55,18,37,160,none,4,0,1
UOI1Mutator,10,21,568,6,55,28,27,159,none,4,0,1
UOI1Mutator,10,21,568,6,55,29,26,159,none,4,0,1
UOI1Mutator,10,21,569,7,55,37,18,159,none,4,0,1
UOI1Mutator,10,21,569,7,55,40,15,159,none,4,0,0
UOI1Mutator,10,180,570,8,55,46,9,159,none,4,0,0
UOI1Mutator,10,21,570,8,55,47,8,159,none,4,0,0
UOI2Mutator,10,21,566,4,55,18,37,160,none,4,0,1
UOI2Mutator,10,21,568,6,55,28,27,159,none,4,0,1
UOI2Mutator,10,21,568,6,55,29,26,159,none,4,0,1
UOI2Mutator,10,21,569,7,55,37,18,159,none,4,0,1
UOI2Mutator,10,21,569,7,55,40,15,159,none,4,0,0
UOI2Mutator,10,180,570,8,55,46,9,159,none,4,0,0
UOI2Mutator,10,21,570,8,55,47,8,159,none,4,0,0
UOI3Mutator,10,21,566,4,55,18,37,160,none,4,0,1
UOI3Mutator,10,21,568,6,55,28,27,159,none,4,0,1
UOI3Mutator,10,21,568,6,55,29,26,159,none,4,0,1
UOI3Mutator,10,21,569,7,55,37,18,159,none,4,0,1
UOI3Mutator,10,21,569,7,55,40,15,159,none,4,0,1
UOI3Mutator,10,180,570,8,55,46,9,159,none,4,0,1
UOI3Mutator,10,21,570,8,55,47,8,159,none,4,0,1
UOI4Mutator,10,21,566,4,55,18,37,160,none,4,0,1
UOI4Mutator,10,21,568,6,55,28,27,159,none,4,0,1
UOI4Mutator,10,21,568,6,55,29,26,159,none,4,0,1
UOI4Mutator,10,21,569,7,55,37,18,159,none,4,0,1
UOI4Mutator,10,21,569,7,55,40,15,159,none,4,0,1
UOI4Mutator,10,180,570,8,55,46,9,159,none,4,0,1
UOI4Mutator,10,21,570,8,55,47,8,159,none,4,0,1
ConditionalsBoundaryMutator,18,155,589,3,88,14,74,17,none,5,0,1
ConditionalsBoundaryMutator,18,164,589,5,88,18,70,17,none,5,0,1
ConditionalsBoundaryMutator,18,155,592,8,88,31,57,17,none,5,0,1
ConditionalsBoundaryMutator,18,164,592,10,88,37,51,17,none,5,0,1
ConditionalsBoundaryMutator,18,158,595,13,88,50,38,17,none,5,0,0
ConstructorCallMutator,2,183,590,6,88,25,63,1,none,5,0,1
ConstructorCallMutator,2,183,593,11,88,44,44,1,none,5,0,1
MathMutator,14,96,592,9,88,34,54,17,none,5,0,0
MathMutator,14,96,597,15,88,61,27,17,none,5,0,0
MathMutator,14,96,598,16,88,70,18,17,none,5,0,1
MathMutator,14,96,599,17,88,81,7,17,none,5,0,1
NegateConditionalsMutator,8,199,586,0,88,4,84,18,none,5,0,1
NegateConditionalsMutator,18,155,589,3,88,14,74,17,none,5,0,1
NegateConditionalsMutator,18,164,589,5,88,18,70,17,none,5,0,1
NegateConditionalsMutator,18,155,592,8,88,31,57,17,none,5,0,1
NegateConditionalsMutator,18,164,592,10,88,37,51,17,none,5,0,1
NegateConditionalsMutator,18,158,595,13,88,50,38,17,none,5,0,1
NonVoidMethodCallMutator,4,182,587,1,88,8,80,2,none,5,0,1
NonVoidMethodCallMutator,2,182,589,4,88,17,71,17,none,5,0,1
NonVoidMethodCallMutator,2,182,592,9,88,36,52,17,none,5,0,1
NonVoidMethodCallMutator,2,182,596,14,88,54,34,17,none,5,0,1
NonVoidMethodCallMutator,4,182,597,15,88,62,26,17,none,5,0,0
NullReturnValsMutator,4,176,587,2,88,9,79,2,none,5,0,0
NullReturnValsMutator,4,176,601,18,88,87,1,17,none,5,0,1
RemoveConditionalMutator_EQUAL_ELSE,8,199,586,0,88,4,84,18,none,5,0,1
RemoveConditionalMutator_EQUAL_IF,8,199,586,0,88,4,84,18,none,5,0,1
